,translated,label,annotation
935,"True, it is difficult to learn in online classes, concentrated modules and tasks and I dare to ask myself, what kind of students are we producing after this?","[[41, 48, 'neg'], [63, 70, 'neg']]","[['classes', 'neg'], ['modules', 'neg']]"
936,Gold print modules haha ​​taena just more props,"[[11, 18, 'neu']]","[['modules', 'neu']]"
937,Yung stress ka sa modules kaya nag pictorial ka nalang😉👈 @ Caloocan https://t.co/uwQGgVPzRb,"[[18, 25, 'neg']]","[['modules', 'neg']]"
938,Thank you to all who donated during last week’s gig. We used the money to buy printers & amp; school supplies for public school teachers in Mindoro. they need these to make modules for remote learning. We also bought a wifi router for one of our scholars. @LmCancio #projectmalasakit https://t.co/4bhdlSqEvT,"[[78, 86, 'neu'], [101, 109, 'neu'], [173, 180, 'neu'], [219, 223, 'neu']]","[['printers', 'neu'], ['supplies', 'neu'], ['modules', 'neu'], ['wifi', 'neu']]"
939,I hope you like making modules 😇✊🏻 Tap ❤️ for boosters. #YouJustStartedaBook,"[[23, 30, 'pos']]","[['modules', 'pos']]"
940,"Total Concentration: Online School Breathing 1st form, Rapid Fire Modules","[[66, 73, 'neu']]","[['modules', 'neu']]"
941,I'm still answering modules so it's okay tomorrow. Hays,"[[20, 27, 'neu']]","[['modules', 'neu']]"
942,Daming modules,"[[7, 14, 'neu']]","[['modules', 'neu']]"
943,sad songs ft. modules,"[[14, 21, 'neu']]","[['modules', 'neu']]"
944,"Hopefully our profs will post messages on our mst of, 'i posted ur modules on our teams, just check it out.' at least for us to be aware. Huhuhu because they post when we don't have time or on the day of our course. : & lt; & lt; & lt; & lt; Kakaloka. :(","[[67, 74, 'neu'], [208, 214, 'neg']]","[['modules', 'neu'], ['course', 'neg']]"
945,"bruh I never cried acads because I'm just too chill man, I'm also not grade conscious. pero bat iniiyakan ko tong fucking modules na to LORD ACADEMIC FREEZE LANG, PARANG AWA MO NA USTO KO NA MAHIMLAY SA PAGOD","[[122, 129, 'neg']]","[['modules', 'neg']]"
946,"SAME SAME. WMAHAHAHAA I WANT MORE TO READ AUS, NOVELS, AND SUBS OF THAI SERIES THAN TO READ MODULES. HAYS","[[92, 99, 'neu']]","[['modules', 'neu']]"
947,Once i finish my modules I will definitely treat myself.,"[[17, 24, 'neu']]","[['modules', 'neu']]"
948,@Tolledows @jessilettuce HAHAHAHAHA teka may modules pa ako 🤧,"[[45, 52, 'neu']]","[['modules', 'neu']]"
949,"Now I'm cut off from night duty, then there are more modules to study ihhh then at dawn I'm still studying ihh that's just the time my brain works, so what is the body clock so is it 😔","[[53, 60, 'neu']]","[['modules', 'neu']]"
950,"I've finished all the modules, I hope nothing is added first 🤞🏻","[[22, 29, 'neu']]","[['modules', 'neu']]"
951,"Why concentrated Internal Audit, Controls and Fraud topics came out in the Finals. 💀🙄 Why is that? 😷🙈 Don't even discuss the modules too much.","[[129, 136, 'neg']]","[['les too', 'neg']]"
952,When there is a power outage but you still have modules. https://t.co/6N9aRMelG3,"[[48, 55, 'neg']]","[['modules', 'neg']]"
953,get used to the fact that you have a partner in the modules 😌,"[[52, 59, 'neu']]","[['modules', 'neu']]"
954,It's just that we don't have a video call with a professor at school? The truth is just give modules? Wah na turo?,"[[93, 100, 'neu'], [49, 58, 'neg']]","[['modules', 'neu'], ['professor', 'neg']]"
955,"when you take the exam, you must make sure that it is in the modules. umiinit ulo ko e sasabayan mo pa ng evaluation after exam ??????? I just really don't know","[[61, 68, 'neu']]","[['modules', 'neu']]"
956,andami kong time sa fb tas sa modules tamad na tamad ??? ano na ron tanginamo,"[[30, 37, 'neg']]","[['modules', 'neg']]"
957,"tinry kong basahin yung modules, hanggang lipat ako lang ng page wtf nakakaantok.","[[24, 31, 'neu']]","[['modules', 'neu']]"
958,Panu ako ag ra rank up kung epal naman tung modules ni UP sa PCR forever Epic nalang ako 😕,"[[44, 51, 'neg']]","[['modules', 'neg']]"
959,"My troops at school are so funny, they really help us so much because we know we're both tired because of the modules and then the other one is more tired because we passed the modules so they are so proud💕","[[110, 117, 'pos'], [177, 184, 'pos']]","[['modules', 'pos'], ['modules', 'pos']]"
960,"Many more next modules, I'll just pass the ones first today","[[15, 22, 'neu']]","[['modules', 'neu']]"
961,I'm so tired answering 5 modules in 4hours and puro utos pa hays,"[[25, 32, 'neg']]","[['modules', 'neg']]"
962,Checking of Modules 🤯,"[[12, 19, 'neu']]","[['modules', 'neu']]"
963,I love myself but I don't love modules and assignments HAHAHAHA,"[[31, 38, 'neg'], [43, 54, 'neg']]","[['modules', 'neg'], ['assignments', 'neg']]"
964,"me: ""can I make modules today?"" aunt: ""don't, it's a week"" me: ""weh? nice."" aunt ""just clean up now"" 🙂🙂🙂🙂🙂","[[16, 23, 'neu']]","[['modules', 'neu']]"
965,"@mar_kofrias @MyMarthy Yey! All right, I'll wait for that. 😊 Then, I want to be certified soon. Very interesting modules/topics eh.","[[114, 121, 'pos']]","[['odules/', 'pos']]"
966,@mar_kofrias @MyMarthy Nyax. So we will have to put up with a few more modules. Haha. I want to continue to experience the other faci.,"[[71, 78, 'neu']]","[['modules', 'neu']]"
967,"Sorry for being MIA in booktube, I'm kinda busy this month. I just want my modules for prelim to be finished and I will film again besides our house is under construction. I'm staying here at my tita's house most of the time and supee nakakahiya mag film hahahahaha","[[75, 82, 'neu']]","[['modules', 'neu']]"
968,Okayyy I'm ready tomorrow hahahah Hi modules 😂💪,"[[37, 44, 'neu']]","[['modules', 'neu']]"
969,I'm not mentally prepared for the modules and worksheets next week 🙃,"[[34, 41, 'neg'], [46, 56, 'neg']]","[['modules', 'neg'], ['worksheets', 'neg']]"
970,Yaaaas done !!! My next goal is to finish the modules in the last 2 sections so I can go for the weekend! ⁇,"[[46, 53, 'neu']]","[['modules', 'neu']]"
971,"but ha for me oks na ung this set up of passing requirements in nu, kesa sa modules seems to be the struggle","[[48, 60, 'pos'], [76, 83, 'neg']]","[['requirements', 'pos'], ['modules', 'neg']]"
972,"i/o is wildt maam 2 modules in 1 week ,,,,, sir this is a mcdonalds","[[20, 27, 'neu']]","[['modules', 'neu']]"
973,1600 modules to be checked next week 🤯😴💪,"[[5, 12, 'neu']]","[['modules', 'neu']]"
974,"tangina ni print ko lahat ng modules ,,, grr sobrang hirap talaga pag soft copy lang wala akong natututan","[[29, 36, 'neu']]","[['modules', 'neu']]"
975,Sorting of modules. 🙂 New normal. 🙈 https://t.co/A2hS3rU3a1,"[[11, 18, 'neu']]","[['modules', 'neu']]"
976,Okray d pa ko tapos modules!,"[[20, 27, 'neu']]","[['modules', 'neu']]"
977,Tangina bukas nako papa print ng modules paksheyt im so lazy today,"[[33, 40, 'neu']]","[['modules', 'neu']]"
978,"Miss jade said she would help me with my modules when I passed, she changed her mind hahahahaha is science fun? WAHAHAHAHA","[[41, 48, 'neu']]","[['modules', 'neu']]"
979,nakapagenroll din kaso balik pa ako pag bili ng modules sabay kuha na rin ng aking ID,"[[48, 55, 'neu']]","[['modules', 'neu']]"
980,You headache I modules. ⁇,"[[15, 22, 'neu']]","[['modules', 'neu']]"
981,It's just sad that papa's other students are tired of making modules because he's not very confident in using technology but he continues to teach😢 academic freeze yes but I still have respect for the teachers,"[[61, 68, 'neg'], [110, 120, 'neg'], [202, 210, 'pos']]","[['modules', 'neg'], ['technology', 'neg'], ['eachers', 'pos']]"
982,UPDATE: We have successfully purchased some items to be used in producing modules for the students in a certain public school in CamSur. Thank you very much to those who already donated. God bless you! 💯 We are still accepting donations. GCash: 09950073697 #TogetherWeShare ♥ ️ https://t.co/wXgZXlx4c4,"[[74, 81, 'pos']]","[['modules', 'pos']]"
983,"Hey PUP SHS, what do you mean you're private so you have paid for children's modules? Are you serious about that? #PUPAdminBasura","[[77, 84, 'neg']]","[['modules', 'neg']]"
984,learning modules ➡️ application for PE Professor ➡️ passport ➡️ master degree (coming up),"[[9, 16, 'neu']]","[['modules', 'neu']]"
985,Parro's great diligence in answering modules! Can you send me everything? Hahahaha jk,"[[37, 44, 'pos']]","[['modules', 'pos']]"
986,I'm just looking at the modules that make my head hurt🤧🤧,"[[24, 31, 'neg']]","[['modules', 'neg']]"
987,"I have students who are getting sick, dying, not to mention using only cellphones so I can't answer pdf modules. It's difficult for them. For me. Today more than ever, it is high time to become more humane. To extend an extra mile for for each other. So it is","[[104, 111, 'neg']]","[['modules', 'neg']]"
988,Nakakatamad naman mag basa nga modules 🙃,"[[31, 38, 'neg']]","[['modules', 'neg']]"
989,this tablet will make a child closer to his dreams by tomorrow !!! so proud of everyone who helped !!! @cldlvg @trixialoves @trizenarcesales @cholnarcesales @JongDeVilla @sjrt8 @AmineRelente @SeokjiniMyMoon @cherryops @chaopinion @tsawwinahawina #BackToSchool https://t.co/ERNUp7vRWz,"[[5, 11, 'pos']]","[['tablet', 'pos']]"
990,"Hello Design Studio 6 Class ... im glad to see familiar faces in class today @sofacollege 😍😍😍 #backtoschool #sofadesigninstitute #onlineclasses #manila #philippines @ Malate, Manila https://t.co/1q8lqAgNKy","[[65, 70, 'pos']]","[['class', 'pos']]"
991,"Swinging into the new school year with smiles and high fives from BLAZE, our favorite mascot! We are overjoyed to welcome new Phoenix to campus & amp; reunite with returning students and faculty for another year of learning 💙 #Phoenixwelcome #BackToSchool https://t.co/jDvEz6KlGN","[[215, 223, 'neu'], [174, 182, 'neu'], [187, 194, 'neu']]","[['learning', 'neu'], ['students', 'neu'], ['faculty', 'neu']]"
992,Excited to welcome our faculty and students back to campus for SY2020-21! Below are a few #healthandsafety reminders for COVID-19 prevention before entering our campus. Have❓email health.office@concordiashanghai.org your concerns. It’s going to be a great year! #BackToSchool https://t.co/qdZzXZCJAh,"[[23, 30, 'pos'], [35, 43, 'pos']]","[['faculty', 'pos'], ['students', 'pos']]"
993,Start Smart ... 2nd Quarter here we go. Juris and Johan are happy that they’re back in their study room.👍🏻📚💻 #startsmart #toGodbetheglory #2ndquater2020 #virtualclasses https://t.co/cy0qNaXG3C,"[[93, 98, 'pos']]","[['study', 'pos']]"
994,@MandaluyongPIO Hello. Could you please provide information regarding virtual school for my 4yrs old daughter? I hard that you will provide online classes. Thank you in advance.,"[[78, 84, 'neu'], [147, 154, 'neu']]","[['school', 'neu'], ['classes', 'neu']]"
995,"As weeks go by, I started noticing that fewer students attend my virtual classes. I have been very welcoming of their requests on their requirements, however there was a great decline of attendees each week.","[[73, 80, 'neg'], [46, 54, 'neg'], [187, 196, 'neg']]","[['classes', 'neg'], ['students', 'neg'], ['attendees', 'neg']]"
996,I’ve been attending virtual Kinder classes with my 4. I admire how the teachers prepare their lessons for their tiny students. My son has been hyped for the past 2 weeks. He loves big school. ❤️ Proved to show how effective these wonderful teachers are. Kudos @BSM_1976,"[[35, 42, 'neu'], [94, 101, 'pos'], [184, 190, 'pos']]","[['classes', 'neu'], ['lessons', 'pos'], ['school', 'pos']]"
997,Selfie first before smashing the studentsandte module. Jk lang! but CHED is a bigger joke #OnlineClasses #Module #CHED https://t.co/njIie71j16,"[[47, 53, 'neg']]","[['module', 'neg']]"
998,Please postpone class after ecq please: (((the number of cases in taguig is serious #ExtendedECQ #OnlineClasses,"[[16, 21, 'neu']]","[['class', 'neu']]"
999,Sharing my work from home station since it has already been a year when we started conducting online classes. I miss face-to-face classes though. #AcademicTwitter #AcademicChatter #OnlineClasses #WorkFromHome #OnlineTeaching https://t.co/NlI2XE2Wmc,"[[101, 108, 'neu'], [130, 137, 'neu']]","[['classes', 'neu'], ['classes', 'neu']]"
1000,Lol. The demands of online teaching. Now I have a portable green screen attached to my chair. #onlineclasses #teacherron #greenscreen #portablegreenscreen #learningneverstops #instagood @ Makati https://t.co/vv03VGpiUU,"[[27, 35, 'neg']]","[['teaching', 'neg']]"
1001,A Portrait of a Work from Home Parent ❤️🐶Babysitting while listening to student presentations of their midterm projects #TheNewNormal #workfromhome #alexaclaparols #petstagram #onlineclasses #manila #philippines https://t.co/OTwISRkfYP,"[[112, 120, 'neu']]","[['rojects', 'neu']]"
1002,"My residence at Greenwoods Executive Village in Cainta has no Internet connection for four days now. I learned that approximately 50 homes are affected. So, how do I lecture for my online classes? Attention PLDT. #OnlineClasses #WorkFromHome","[[188, 195, 'neg'], [62, 70, 'neg'], [71, 81, 'neg']]","[['classes', 'neg'], ['internet', 'neg'], ['connection', 'neg']]"
1003,My brain is thirsty for knowledge but I can't seem to learn anything :( #OnlineClasses,"[[54, 59, 'neg']]","[['learn', 'neg']]"
1004,"School holidays sometimes depend on the status of PLDT. If you like the subject, you'll hate PLDT for being too slow or not having connection that time. If you hate the subject, you'll thank PLDT for being a dumbass. 🤭😒 #OnlineClasses","[[131, 141, 'neg']]","[['connection', 'neg']]"
1005,Another wonderfully enriching webinar courtesy of @HarvardHBS. Picked up a lot of awesome ideas from the energetic and engaging Ted Ladd. Thanks again! . . #onlineclasses #onlinelearning https://t.co/r31LzdNXFK,"[[30, 37, 'pos']]","[['webinar', 'pos']]"
1006,Kapuya in online class ui. I seem to be listening to a radio. 😞😥 #OnlineClasses #onlinelearning,"[[17, 22, 'neg']]","[['class', 'neg']]"
1007,Haysss dami agad naka pending na ass Sa canvass dipa na di discuss sa meeting Pero lavan padin sis para sa future 💛 smile lang kahit 3 hrs per sub kaloka inuubos mga prof yong oras. Gandaq! 🥺💛 #OnlineClasses #NewProfilePic https://t.co/En7nt5aSrI,"[[33, 36, 'neg']]","[['ass', 'neg']]"
1008,"Are these solicitations for gadgets/laptops for online classes, legit? They are quite plenty nowadays. #OnlineClasses","[[28, 35, 'neu'], [36, 43, 'neu']]","[['gadgets', 'neu'], ['laptops', 'neu']]"
1009,Thank you @usekamiapp for a meaningful and fruitful virtual conference last week 💙 it was a blast and full of engaging new learning 😺 #KamiConnect https://t.co/SRPPYl6NHe,"[[124, 132, 'pos']]","[['earning', 'pos']]"
1010,Last session Virtual Learning Series. Blanking out with the 4th class. https://t.co/tgn9lmUs3b,"[[64, 69, 'neg']]","[['class', 'neg']]"
1011,"Whether in the classroom or learning with us through our virtual school - each individual student, their unique learning journey and their academic goals are at the heart of what we do. https://t.co/vWePtLWqHz","[[90, 97, 'neu'], [112, 120, 'pos'], [148, 153, 'pos']]","[['student', 'neu'], ['learning', 'pos'], ['goals', 'pos']]"
1012,PSPP synvhronous virtual learning will be the death of me 🥴,"[[25, 33, 'neg'], [5, 16, 'neg']]","[['learning', 'neg'], ['synvhronous', 'neg']]"
1013,"Canadian institutions are being more flexible, moving to the delivery of online programs & amp; virtual learning platforms to reach both domestic & amp; intl students. First #EduCanada Virtual Fair organized by @CanEmbPH is just around the corner — stay tuned! 🇨🇦 https://t.co/CbLUvcWJap https://t.co/IMa4WBGfJv","[[9, 21, 'pos'], [80, 88, 'pos'], [104, 112, 'pos']]","[['institutions', 'pos'], ['programs', 'pos'], ['learning', 'pos']]"
1014,"Hi! For the past 3 months, I've studied different online tools in preparation for the school year. Now, my virtual classes have started. I'm already in the actual setup where I can and will use all learning. Good luck to all! Virtual Classroom Rules https://t.co/eRHYjmeLFo","[[57, 62, 'neu'], [115, 122, 'neu'], [198, 206, 'neu']]","[['tools', 'neu'], ['classes', 'neu'], ['learning', 'neu']]"
